wavelength,mean_reflectance,median_reflectance,std_reflectance,p25_reflectance,p75_reflectance,n_valid
2092,0.39479268774516674,0.3717777660581627,0.11032999993169694,0.31498831311359504,0.4709007094964807,22
2093,0.3932566869079238,0.37135552911938974,0.1095685607477731,0.31236976745618644,0.4708059185332208,22
2094,0.39177196413213644,0.3709428693063084,0.10890077788957234,0.309737724705128,0.4708203872904889,22
2095,0.39037017868615875,0.37053439695435064,0.10831865206704912,0.30712669549010857,0.47083490735302086,22
2096,0.3889762400216934,0.3699683460142693,0.10779527598175473,0.3045558604823488,0.4708433957719796,22
2097,0.3876577866892795,0.36944463808070904,0.10738402640316153,0.30198768678697185,0.4709231295022914,22
2098,0.3863987524872009,0.36892759897378913,0.10709076155151162,0.29951192278293537,0.4710560070020876,22
2099,0.3852456419828434,0.36844677546928545,0.10689903996141953,0.2972228871075303,0.4712660747787648,22
2100,0.38416358741135626,0.36800054961673856,0.10675723631539212,0.29494467474967156,0.47156002602302693,22
2101,0.38320245974332273,0.367532847651839,0.1067915127314438,0.29239329130362146,0.4719875714174728,22
2102,0.3823095491011825,0.36710581805309805,0.10683093222794993,0.2903431017824761,0.4711289147939191,22
2103,0.38145902067805204,0.36671973918616185,0.10689968893840268,0.28871833083670745,0.4704003479466245,22
2104,0.38061376549282605,0.3661996436260149,0.10701169157073886,0.2870350761949119,0.46967178109932983,22
2105,0.379788790339615,0.36569163444232866,0.1071331128811405,0.2853820133341668,0.46894321425203533,22
2106,0.37899118639405704,0.3649420604887893,0.10727435794339407,0.28381501486324795,0.4682146474047407,22
2107,0.378196286095589,0.36391108484222356,0.10742912247040355,0.28228155577019276,0.46745546437298796,22
2108,0.37739949934014627,0.3628572818559789,0.1075798492012608,0.2807601224637141,0.4666427526077592,22
2109,0.3765973898983344,0.36177377692226387,0.10770141959037038,0.27923432977492335,0.46576474984640376,22
2110,0.3758027794185512,0.3606848821135006,0.10782102811847535,0.27773350001414093,0.4648608019923588,22
2111,0.3750435920077292,0.3595733798503743,0.1080210177094885,0.27630458944508907,0.46397774262520913,22
2112,0.37431444446744405,0.35841348378376137,0.10824567424444574,0.27491717498866525,0.4630962377358419,22
2113,0.37364072421537153,0.3573421960343831,0.10853687084696606,0.2735559437240277,0.4623325598343153,22
2114,0.37302020342445685,0.3570898468775794,0.10888301981182429,0.2722210973378604,0.46181586166266264,22
2115,0.37245032333871236,0.35683749772077566,0.10924429161170743,0.27089070747230226,0.46143027816412896,22
2116,0.37188297137616877,0.3565629140046752,0.10959052983156928,0.2695662780985135,0.4610446946655953,22
2117,0.3713246472115953,0.3562754886855829,0.10991376113443091,0.2682905566104268,0.4606591111670616,22
2118,0.3707572249828472,0.3559748576135774,0.1102443649771791,0.26703326343873246,0.4602297632564534,22
2119,0.37017751213917227,0.3556512417675388,0.1105531093439424,0.26585354955383567,0.45958459315653066,22
2120,0.3696161701023144,0.35531814783823273,0.11086983455087555,0.2646641326505479,0.4588114417761702,22
2121,0.3690663430572774,0.3549567498506666,0.11122533966112601,0.2634497021946527,0.45802622789070907,22
2122,0.3685418689090109,0.3545567307314604,0.11156737002367588,0.26227917335446976,0.45724101400524786,22
2123,0.36801461822281856,0.3541647367370874,0.1119029363233329,0.261167932653791,0.4564558001197867,22
2124,0.36749540199586456,0.3537324881250368,0.1122446978799776,0.2601706247653853,0.45565813819796636,22
2125,0.36697026314645,0.3532802698325219,0.11257493929410627,0.2592467943566123,0.45522727064592416,22
2126,0.3664333743408344,0.3531913786926901,0.11287704759268487,0.2583477102004361,0.4550057941459862,22
2127,0.36593963329518703,0.35316593996628076,0.1131487560657801,0.2575936143680249,0.4548157923217926,22
2128,0.3654488009978285,0.35313662340329777,0.11343107056482447,0.25689588894571136,0.4544858621478707,22
2129,0.36502750555681734,0.3531239583201813,0.11376655075034017,0.2558644433205282,0.4541793043429531,22
2130,0.3646664332054655,0.35314097990025495,0.11414312713986093,0.25463008147980337,0.4538932744459413,22
2131,0.3643408587138277,0.35323555553030694,0.11455647992142852,0.25362896921368455,0.4537356604179681,22
2132,0.3640905158888595,0.3534869481187466,0.1150224928887137,0.2532152076169937,0.4538642681809843,22
2133,0.36388543417467323,0.3537719376098304,0.11549135070362523,0.2529481754138351,0.4540270855951434,22
2134,0.36374711326844944,0.35408584594397574,0.11601969224206729,0.25291008289456207,0.45431500836509,22
2135,0.3636094982367344,0.35439465971555306,0.11653915900049773,0.25294867287496087,0.45457434995444257,22
2136,0.36347309299415476,0.3546995956505569,0.1170259292244054,0.25301517956495834,0.4548236938183262,22
2137,0.36335352694514345,0.3549872152324814,0.11750736292672909,0.25308168625495575,0.45497137771641927,22
2138,0.36323913303732697,0.3552768656278226,0.11791878672641784,0.2531481929449533,0.45515631109946725,22
2139,0.3631631944720834,0.3555959635637461,0.11829617245767932,0.25329205882530337,0.4554279442293803,22
2140,0.36312509740273097,0.3559652248946942,0.11867172781386953,0.2534621150538675,0.4558228350727669,22
2141,0.36309288665555506,0.35637359400072066,0.11899460662449768,0.2536795347030537,0.4562904130177078,22
2142,0.3630843976739864,0.35682480513396375,0.1192938184775838,0.2539711051565132,0.45676052448917176,22
2143,0.3630796707726956,0.3573239220555491,0.11957306977897796,0.2540016281922985,0.457235165555127,22
2144,0.3630729334234841,0.3578294452522932,0.11981547356329458,0.25385691317714204,0.45791196638486104,22
2145,0.36308426833836605,0.3583188541548199,0.12005345106307422,0.25306050612990716,0.45867036820372065,22
2146,0.36308963649918735,0.3587850027881362,0.1202275815368155,0.25269932773099196,0.45949122491476896,22
2147,0.3631424735463354,0.3592505063426287,0.12036253901148904,0.2533684955485287,0.46037664353335805,22
2148,0.36321166376161074,0.35971569939179443,0.12047020209570465,0.25416264902365004,0.46122057327300026,22
2149,0.3633116905928839,0.360181548971789,0.12051295435990417,0.2549624814274276,0.46204491779985873,22
2150,0.3634140777531883,0.36063899646815933,0.12055004925791266,0.2557759576471522,0.4627516212464388,22
2151,0.36351297656179987,0.36104854026120314,0.12055628887984775,0.2565860222306767,0.4634330920855096,22
2152,0.3636571669318705,0.3614172642344724,0.12057939508534501,0.25735502682415967,0.46414874858381483,22
2153,0.36382241787184894,0.3617672792033357,0.12062737774659503,0.2578330370890718,0.46490412561871947,22
2154,0.36402765603267057,0.3620962364341988,0.12069619235852891,0.2583104116159477,0.46566598875299736,22
2155,0.36427795728951423,0.36239852037096476,0.120740627431035,0.258717653596368,0.4664875020249792,22
2156,0.36453728672986047,0.36271756634519503,0.12079240833814252,0.2589653278264374,0.4673144604661331,22
2157,0.3647973797491897,0.3626541812131655,0.12082606784589833,0.25921300205650677,0.46811825816694885,22
2158,0.3650497931237812,0.3625799866613364,0.12083799396059464,0.25945885486155074,0.4689526720522229,22
2159,0.36532948788116515,0.3625612581433586,0.12086383784336291,0.2597047076665947,0.4698708364870618,22
2160,0.3656380703190891,0.3625425296253808,0.12089646106978838,0.2601729918527236,0.47064639196303015,22
2161,0.3659609249763298,0.3625169751435997,0.1209195039004562,0.26063923387140453,0.47022962341896296,22
2162,0.36630739349447516,0.36249780647613344,0.1209126259490974,0.26109612189867054,0.4696902360959545,22
2163,0.36665134196983507,0.36250692251117944,0.12086429696117967,0.2614661815501779,0.4691227451272265,22
2164,0.36701515943650115,0.36257401458710237,0.12079858114967143,0.2618133865842993,0.4685381356677579,22
2165,0.3673827265723231,0.3626976924638109,0.12072427338357497,0.2621444295917153,0.4679444474199857,22
2166,0.3677414253887926,0.3628238535246206,0.12062441097660986,0.26245231223201093,0.46735075917221336,22
2167,0.3681121967493352,0.3628351240024873,0.12056251256902696,0.26275327914056423,0.4667661497127448,22
2168,0.36853193853601146,0.3624709741173463,0.12054417665185438,0.2634725217849974,0.46629514608342953,22
2169,0.3690031742052336,0.3621904572220868,0.12055082373265927,0.2646275703195058,0.46589362519135974,22
2170,0.3695525253778543,0.3619183065188154,0.12059028232119615,0.26585729016863263,0.4655732347048105,22
2171,0.3701477634444259,0.3616971816065271,0.12063113123130273,0.2672143344358442,0.46534032924566826,22
2172,0.37074782047591787,0.3614963048608286,0.12065101330084564,0.2686312996521745,0.46518556140280165,22
2173,0.3713604847540513,0.3612903324125313,0.12068304353549984,0.2701102030234921,0.46505185390102327,22
2174,0.3720087151800986,0.36107145875815005,0.12074533577523698,0.27160370240797194,0.4649488589527262,22
2175,0.37267684579361293,0.36078632297991575,0.12085995465983637,0.2730980485774683,0.46483904810722915,22
2176,0.373361537671642,0.3604762754515989,0.12100730661613716,0.2745013551055222,0.46472923726173204,22
2177,0.37407607149293104,0.3600839967948263,0.12117351545314758,0.27549022789759264,0.4646345622967819,22
2178,0.3748131149246106,0.35969038586217916,0.1213495076536342,0.2764468569133529,0.46454183075012223,22
2179,0.37557341625057145,0.35928631217853446,0.12151871012883543,0.27741971201108795,0.4645257081544018,22
2180,0.3763344470726879,0.35886313528164143,0.12164595073211226,0.27835759210206185,0.4645162708071352,22
2181,0.3770697762812535,0.35859841699635825,0.12170026234036943,0.27928020137732656,0.4644593943325389,22
2182,0.3778195877144594,0.35888596857500205,0.12170172424265181,0.28027007701405965,0.4643894609099321,22
2183,0.37853229611568845,0.3591735201536459,0.12169633932476097,0.2811491125684559,0.4644313058440062,22
2184,0.3792367908697358,0.35946436228408496,0.12168978093615272,0.2820027918796474,0.4646795564214911,22
2185,0.3799197194188269,0.35978646652079493,0.12161397141539929,0.2827952622140193,0.46485485876169175,22
2186,0.38061552835235113,0.3602703834354583,0.1215446211487072,0.2835322531525821,0.4650337349848786,22
2187,0.38133435647262925,0.3607522643640965,0.12146734253608608,0.28426617360633205,0.46518656024985783,22
2188,0.3820109709794325,0.3611138087376696,0.12135005919567465,0.2849808249578293,0.4653224154172799,22
2189,0.3827209408890463,0.3613784311691257,0.12132659567881962,0.2856178990369172,0.46545788529572146,22
2190,0.38339473304542665,0.36157290291452554,0.12134223821215505,0.2859882094830773,0.46557098375925526,22
2191,0.3840578790250311,0.3617200273449914,0.12134105144114242,0.2867786269654077,0.4656468437481591,22
2192,0.38472157931854184,0.36180588030190325,0.12137428882318088,0.2885977313861786,0.46582568700062393,22
2193,0.3853224482485745,0.36187283637888623,0.12137675353354606,0.2903722841519713,0.4659501793463511,22
2194,0.3859252988538446,0.3619200710889207,0.12138281534068801,0.2921058017162826,0.4660697523167572,22
2195,0.3865273053675862,0.3623234653724683,0.12142989594251276,0.29378071307690545,0.4661498490826359,22
