Wavelength	000019.asd
350	 1.55168525208955E-02 
351	 0.016535728065571 
352	 1.57177199960889E-02 
353	 1.58428226183339E-02 
354	 1.56550912246141E-02 
355	 0.01581081734938 
356	 1.65614126605101E-02 
357	 1.75425033823737E-02 
358	 1.70133194977856E-02 
359	 1.67540389436948E-02 
360	 1.76593063221646E-02 
361	 1.85595916370842E-02 
362	 0.019394699415778 
363	 0.019855014366052 
364	 1.98072759765083E-02 
365	 1.95439406217101E-02 
366	 1.90498609721126E-02 
367	 1.95417416809772E-02 
368	 0.021748927882358 
369	 2.23156081714659E-02 
370	 2.22365430290944E-02 
371	 2.25178605361669E-02 
372	 2.37785299139186E-02 
373	 2.45772217229108E-02 
374	 2.46463816986095E-02 
375	 0.024593155425618 
376	 2.58239710966763E-02 
377	 0.026798398573185 
378	 2.77928307705308E-02 
379	 2.90661420649226E-02 
380	 2.98483146308686E-02 
381	 3.05524197322729E-02 
382	 3.12763717325546E-02 
383	 3.21432337192113E-02 
384	 3.38393466096825E-02 
385	 3.56862370608288E-02 
386	 3.72531998061517E-02 
387	 3.84763133034518E-02 
388	 4.05236356806063E-02 
389	 4.18195675141588E-02 
390	 4.22327845246776E-02 
391	 4.36345066412985E-02 
392	 4.58797152725247E-02 
393	 4.80391857803378E-02 
394	 0.049432910665426 
395	 5.02103835743564E-02 
396	 5.21229698393092E-02 
397	 5.42574264088541E-02 
398	 5.53616365809721E-02 
399	 5.62305922910086E-02 
400	 5.72437754319116E-02 
401	 5.85293909568734E-02 
402	 5.99626050646161E-02 
403	 0.060622051514418 
404	 6.12507360353833E-02 
405	 6.22499543129176E-02 
406	 6.33621523473274E-02 
407	 6.37808932933119E-02 
408	 6.44222948393794E-02 
409	 6.57719380875897E-02 
410	 6.60184546119835E-02 
411	 6.67715609198309E-02 
412	 6.77026825723971E-02 
413	 0.067941991809147 
414	 6.83590816501507E-02 
415	 6.89225337865446E-02 
416	 6.95045282019462E-02 
417	 6.99403667829968E-02 
418	 7.00368364104552E-02 
419	 7.04398703057923E-02 
420	 7.13553251831918E-02 
421	 7.19623556475436E-02 
422	 0.07260496772603 
423	 7.30815546378577E-02 
424	 7.32542899575832E-02 
425	 7.37990659895744E-02 
426	 7.43703136680109E-02 
427	 7.50670990068739E-02 
428	 7.61693668068147E-02 
429	 7.66276656101728E-02 
430	 7.72155258426003E-02 
431	 0.078250888155919 
432	 7.91479780569786E-02 
433	 7.99934773540078E-02 
434	 8.06382850531249E-02 
435	 8.11418581477083E-02 
436	 8.22716998633191E-02 
437	 8.31769435585345E-02 
438	 0.083903501951555 
439	 8.48917707025819E-02 
440	 8.61817373877304E-02 
441	 8.71159661486614E-02 
442	 8.77211305626692E-02 
443	 8.87927784210749E-02 
444	 8.96418160235055E-02 
445	 9.05544550422802E-02 
446	 0.091677213392743 
447	 0.092314968081521 
448	 9.28673166974745E-02 
449	 9.35596107122387E-02 
450	 9.44493078044095E-02 
451	 9.50694568639853E-02 
452	 0.095554745474849 
453	 9.60302962427975E-02 
454	 9.65655936677034E-02 
455	 0.097313710947027 
456	 9.80603036266529E-02 
457	 9.86351390495413E-02 
458	 9.91595052379617E-02 
459	 9.97301387218912E-02 
460	 0.100360076395703 
461	 0.10101421504551 
462	 0.101649914462502 
463	 0.102358723315355 
464	 0.103133128541385 
465	 0.103864418474318 
466	 0.104737697803675 
467	 0.10560831344585 
468	 0.106423860775373 
469	 0.107583933111872 
470	 0.10836405138156 
471	 0.109028204049628 
472	 0.11010761710499 
473	 0.110992846089826 
474	 0.111759436446425 
475	 0.112595735074349 
476	 0.113734418282558 
477	 0.114629010184493 
478	 0.115523617816873 
479	 0.116576337713322 
480	 0.117248365907741 
481	 0.118122732009575 
482	 0.119184516398891 
483	 0.12014570403147 
484	 0.120886052064984 
485	 0.121777288863458 
486	 0.122736587083691 
487	 0.123109042659842 
488	 0.123914317396766 
489	 0.124988501914109 
490	 0.125958254571053 
491	 0.126645317936526 
492	 0.127523054789063 
493	 0.128541757343603 
494	 0.129410589688722 
495	 0.130223381598283 
496	 0.131205060135913 
497	 0.132346794185223 
498	 0.133318336397639 
499	 0.134359785914771 
500	 0.135297310731552 
501	 0.136034593374425 
502	 0.137106155299012 
503	 0.138063588244571 
504	 0.138948183161814 
505	 0.140067888678073 
506	 0.141123531844666 
507	 0.142309597374333 
508	 0.143724492616007 
509	 0.145250535452091 
510	 0.1464859684034 
511	 0.147595440839507 
512	 0.14888037491953 
513	 0.15043975096364 
514	 0.151741178445865 
515	 0.152834679808081 
516	 0.154215169933837 
517	 0.155681444474463 
518	 0.157051925451717 
519	 0.158238415603735 
520	 0.159371833123477 
521	 0.160488434900843 
522	 0.161643432247784 
523	 0.162855619837566 
524	 0.163988109692991 
525	 0.165157323665823 
526	 0.166422783965599 
527	 0.167750580704886 
528	 0.168772437195275 
529	 0.169708495716684 
530	 0.170721597248367 
531	 0.171463463585579 
532	 0.172308905393631 
533	 0.17323282154729 
534	 0.174020726958764 
535	 0.17464065417959 
536	 0.175257483802235 
537	 0.17578528941013 
538	 0.175768897756465 
539	 0.175910665543974 
540	 0.176045609950321 
541	 0.175874872482465 
542	 0.175508576325762 
543	 0.175189461584109 
544	 0.174870566172272 
545	 0.174349663404852 
546	 0.174078225684369 
547	 0.173612105100563 
548	 0.172750038110647 
549	 0.171956197335856 
550	 0.171088477978023 
551	 0.170145732769761 
