Wavelength	000012.asd
350	 0.0422442757195 
351	 4.28761078326443E-02 
352	 4.39093980259005E-02 
353	 4.47379376375403E-02 
354	 0.044421791332392 
355	 4.48189083450478E-02 
356	 0.045785428130409 
357	 0.045305459159344 
358	 4.51850592187241E-02 
359	 4.57404993315054E-02 
360	 4.66676830080067E-02 
361	 4.71647870700923E-02 
362	 0.047657896150917 
363	 4.69832483598632E-02 
364	 4.50421486108312E-02 
365	 4.51120945642027E-02 
366	 4.55161796001676E-02 
367	 4.57792777862374E-02 
368	 4.60150018329217E-02 
369	 4.68905415509699E-02 
370	 0.048085643175015 
371	 4.89633141532403E-02 
372	 4.88678585253504E-02 
373	 4.86219793537299E-02 
374	 0.047787967536769 
375	 4.72529061709574E-02 
376	 4.95444207348186E-02 
377	 5.01327685686938E-02 
378	 4.98695728811377E-02 
379	 5.01281140988255E-02 
380	 0.050602037908869 
381	 5.04765064707916E-02 
382	 5.00893493690652E-02 
383	 4.99990472218081E-02 
384	 4.93444379502514E-02 
385	 5.04365925376493E-02 
386	 5.21914135062233E-02 
387	 0.051712206008015 
388	 5.17013647056786E-02 
389	 5.23614958856264E-02 
390	 5.30428108527671E-02 
391	 5.25072972904286E-02 
392	 5.28935210727024E-02 
393	 5.35822434959905E-02 
394	 5.38745718897857E-02 
395	 5.42094794596023E-02 
396	 5.45230915517232E-02 
397	 0.054903517270337 
398	 5.53103472734966E-02 
399	 5.50538027544557E-02 
400	 5.49053199999237E-02 
401	 5.53569103444241E-02 
402	 5.64526410436937E-02 
403	 5.63485096027435E-02 
404	 5.62962839069789E-02 
405	 5.68996662373456E-02 
406	 5.75088202671208E-02 
407	 5.78858942350435E-02 
408	 5.82535480768564E-02 
409	 5.86890379695982E-02 
410	 5.84332174361973E-02 
411	 5.91252274642989E-02 
412	 5.97904670620417E-02 
413	 0.05899951858296 
414	 5.91314027643876E-02 
415	 5.97468974459409E-02 
416	 6.04599889673851E-02 
417	 6.10741371316947E-02 
418	 6.10987106690079E-02 
419	 6.13041457428793E-02 
420	 6.19149917167937E-02 
421	 6.17246185780013E-02 
422	 6.23220811922636E-02 
423	 6.31349447833685E-02 
424	 0.06327971071959 
425	 6.33669375860935E-02 
426	 6.36533401881769E-02 
