Wavelength	000010.asd
350	 4.03066036399026E-02 
351	 4.07787126667801E-02 
352	 4.01739631579103E-02 
353	 4.05868394251728E-02 
354	 0.039939980461747 
355	 0.040035180069393 
356	 4.07607236029119E-02 
357	 4.01794285211166E-02 
358	 4.10817438670143E-02 
359	 4.12660773882595E-02 
360	 4.01171733357048E-02 
361	 4.03680989667874E-02 
362	 4.03696927831963E-02 
363	 4.09492485724183E-02 
364	 4.24147227358837E-02 
365	 4.25117276393021E-02 
366	 4.19482057970316E-02 
367	 4.11730078264851E-02 
368	 4.05412136241028E-02 
369	 4.02521886748069E-02 
370	 4.03322905237375E-02 
371	 4.06829905044333E-02 
372	 4.11014851288137E-02 
373	 4.13304950075261E-02 
374	 4.11398001294678E-02 
375	 4.10332502970727E-02 
376	 4.22864263104203E-02 
377	 4.04775708667377E-02 
378	 3.91625769789845E-02 
379	 4.07897216960919E-02 
380	 4.06622430558427E-02 
381	 4.11675912421609E-02 
382	 4.13690570081723E-02 
383	 4.02262043109395E-02 
384	 4.14558702312128E-02 
385	 4.20651556548788E-02 
386	 4.16510330351829E-02 
387	 4.15891087000452E-02 
388	 4.10725152638636E-02 
389	 4.08475839998232E-02 
390	 4.09882493799397E-02 
391	 4.06262299721483E-02 
392	 4.07783324642857E-02 
393	 4.12155802601618E-02 
394	 4.14570573388655E-02 
395	 4.09801612967197E-02 
396	 4.11905941134102E-02 
397	 4.17557994323348E-02 
398	 0.041970066497307 
399	 4.21390641776156E-02 
400	 4.12447456650403E-02 
401	 4.03986208571767E-02 
402	 4.14897295523766E-02 
403	 4.16536906235419E-02 
404	 4.16696973338645E-02 
405	 4.20164880516242E-02 
406	 4.22801325492015E-02 
407	 4.26319063564713E-02 
408	 4.25430714658807E-02 
409	 4.19110068956456E-02 
410	 4.21846997285837E-02 
411	 4.19637640791314E-02 
412	 4.16384368716973E-02 
413	 4.20224673509006E-02 
414	 4.18732712389322E-02 
415	 4.19046003598656E-02 
416	 4.21929057735868E-02 
417	 4.21960973949386E-02 
418	 4.24048995445734E-02 
419	 4.25392163364953E-02 
420	 0.042400376832671 
421	 4.21196077647917E-02 
422	 4.22916018153533E-02 
423	 4.25680741892951E-02 
424	 4.24668857066743E-02 
425	 4.21785943871889E-02 
426	 4.24416718747048E-02 
427	 4.30988206722026E-02 
428	 4.33531443106255E-02 
429	 4.26725986923297E-02 
430	 4.23884648656851E-02 
431	 4.28320173081115E-02 
432	 4.27093921831775E-02 
433	 4.29227922695364E-02 
434	 4.31060506858656E-02 
435	 4.29560155548316E-02 
436	 4.31580436214774E-02 
437	 4.31786312491385E-02 
438	 4.29742401197012E-02 
439	 4.27532725989282E-02 
440	 4.26129899681482E-02 
441	 4.28812309066091E-02 
442	 4.33654331272134E-02 
443	 4.33284914548343E-02 
444	 4.32720843145598E-02 
445	 4.33185789821543E-02 
446	 4.34056389027921E-02 
447	 4.31807421056334E-02 
448	 4.30977014733705E-02 
449	 4.31816691697837E-02 
450	 4.32661126337183E-02 
451	 4.32497750874858E-02 
452	 4.33352782471033E-02 
453	 4.33776209454105E-02 
454	 4.29077783706586E-02 
455	 4.34007411016185E-02 
456	 0.04382873798906 
457	 4.34489576258833E-02 
458	 4.35120171580751E-02 
459	 4.36755150155351E-02 
460	 4.37744801560575E-02 
461	 4.37339356011016E-02 
462	 4.37329577584868E-02 
463	 4.37371095702668E-02 
464	 4.37031106360299E-02 
465	 4.36029513076833E-02 
466	 4.36583720958488E-02 
467	 4.36413066536421E-02 
468	 4.34945242141597E-02 
469	 4.38538688030571E-02 
470	 4.42141445303626E-02 
471	 4.41255807989896E-02 
472	 0.043448822708064 
473	 4.36420511840242E-02 
474	 0.043812355168002 
475	 0.04368755240004 
476	 4.38139496985368E-02 
477	 4.41016639262072E-02 
478	 0.04408729858539 
479	 4.36813363603481E-02 
480	 4.39865505614053E-02 
481	 4.40613433888298E-02 
482	 4.40716399517454E-02 
483	 0.044495757537897 
484	 4.43359918800047E-02 
485	 4.41457768761723E-02 
486	 4.42027253913386E-02 
487	 4.42710627450852E-02 
488	 4.42205516890553E-02 
489	 4.42814374708467E-02 
490	 4.45798112324663E-02 
491	 4.47794842742006E-02 
492	 4.45782355952089E-02 
493	 4.43229677365141E-02 
494	 4.45782638369209E-02 
495	 4.48038625539991E-02 
496	 0.044796085309049 
497	 4.47031876814469E-02 
498	 4.50811897776963E-02 
499	 4.50362379711087E-02 
500	 4.49427800227038E-02 
501	 4.52376138961626E-02 
502	 4.53970750929186E-02 
503	 4.53842165292293E-02 
504	 4.52482575124947E-02 
505	 4.51229561545059E-02 
506	 4.52694962310193E-02 
507	 4.55007976897684E-02 
508	 4.56845922626041E-02 
509	 4.58644653227371E-02 
510	 4.59196986377254E-02 
511	 4.59979190541138E-02 
512	 4.62144815204937E-02 
513	 4.62339446450013E-02 
514	 4.62025282895222E-02 
515	 4.61846399088115E-02 
516	 4.61740505342255E-02 
517	 4.61895346519028E-02 
518	 4.63418491988231E-02 
519	 4.65890352457685E-02 
520	 4.65508948956937E-02 
521	 4.68851031335994E-02 
522	 4.70904019965027E-02 
523	 4.66265752891627E-02 
524	 4.67541784653481E-02 
525	 4.71926292111277E-02 
526	 4.75615000835068E-02 
527	 4.74889097446419E-02 
528	 4.73903707453956E-02 
529	 4.74727527704321E-02 
530	 4.77456922149811E-02 
531	 4.78574852218769E-02 
532	 0.048197086639285 
533	 4.85271681983294E-02 
534	 4.84393237018802E-02 
535	 4.86488823235317E-02 
536	 4.88223648828777E-02 
537	 4.88466277725151E-02 
538	 4.90130567240643E-02 
539	 4.92971488791381E-02 
540	 4.95868616356341E-02 
541	 4.97732726787726E-02 
542	 4.98454724433762E-02 
543	 5.01613416553468E-02 
544	 5.05781792035231E-02 
545	 5.06817722380222E-02 
546	 0.050996875030799 
547	 0.051381835616942 
548	 5.16555927774781E-02 
549	 5.17084486489069E-02 
550	 5.20209685815463E-02 
551	 5.25619827048191E-02 
552	 5.31065105141515E-02 
553	 5.34909148122941E-02 
554	 5.37467851169096E-02 
555	 5.41149787009483E-02 
556	 5.49762579434635E-02 
557	 5.53039947987096E-02 
558	 5.56559744061468E-02 
559	 5.64509426386847E-02 
560	 5.68199516025494E-02 
561	 5.72426964952108E-02 
562	 5.78570075163762E-02 
563	 5.86297814763311E-02 
564	 5.95554817890607E-02 
565	 6.01259885896571E-02 
566	 0.060345491947836 
567	 6.10109496833257E-02 
568	 6.18854253219697E-02 
569	 6.27075848546926E-02 
570	 6.32874124577709E-02 
571	 6.38506859729115E-02 
572	 0.064688752271755 
573	 6.57080072962034E-02 
574	 6.65162648981213E-02 
575	 6.67871314199288E-02 
576	 6.73200988240579E-02 
577	 6.84581877372211E-02 
578	 6.91559531941964E-02 
579	 0.069620436192073 
580	 0.070222938199607 
581	 7.12671236177757E-02 
582	 7.20873409759262E-02 
583	 7.25191794189189E-02 
584	 7.27844819590269E-02 
585	 7.34961808719382E-02 
586	 7.41972085357888E-02 
587	 7.49065631954723E-02 
588	 7.56444703655179E-02 
589	 7.58355895443731E-02 
590	 7.63732372048606E-02 
591	 0.077077120071004 
592	 7.72303397442374E-02 
593	 7.76433488858655E-02 
594	 7.83419415809947E-02 
595	 7.91036612795611E-02 
596	 7.94397566178952E-02 
597	 7.98338510873348E-02 
598	 8.03310551436506E-02 
599	 8.08431320324552E-02 
600	 8.13779104104626E-02 
601	 8.18329437894288E-02 
602	 0.082160292897842 
603	 8.23662964366831E-02 
604	 8.24915955995902E-02 
605	 8.27511071834607E-02 
606	 8.32039725041831E-02 
607	 8.34455606782028E-02 
608	 8.36091314677647E-02 
609	 8.38332911654466E-02 
610	 8.41942104856889E-02 
611	 8.41679695514598E-02 
612	 8.44570974135861E-02 
613	 8.51478169487426E-02 
614	 8.53078831723238E-02 
615	 8.53317505882787E-02 
616	 0.085424515129517 
617	 8.56686861342504E-02 
618	 8.58578590109345E-02 
619	 0.085872096691637 
620	 8.58993439863342E-02 
621	 8.62893833325775E-02 
622	 8.63964922656741E-02 
623	 8.62856387941061E-02 
624	 8.61620819792721E-02 
625	 8.62898049259158E-02 
626	 8.63335468330436E-02 
627	 8.64691052669707E-02 
628	 8.69108580707844E-02 
629	 8.67470598202665E-02 
630	 8.66941305856745E-02 
631	 8.70134831522754E-02 
632	 8.73289972654846E-02 
633	 8.74936856964312E-02 
634	 8.75376414176831E-02 
635	 8.75689362436908E-02 
636	 8.77552856426621E-02 
637	 0.08796071257974 
638	 8.79912694469789E-02 
639	 8.77213687871796E-02 
640	 0.087916368996072 
641	 8.82140689888858E-02 
642	 8.82950089561331E-02 
643	 0.088149071356142 
644	 8.82302831104588E-02 
645	 8.82036332013003E-02 
646	 8.77490114581568E-02 
647	 8.79780030422514E-02 
648	 8.83939676178853E-02 
649	 8.86042505994982E-02 
650	 0.088472698023007 
651	 8.83282142909394E-02 
652	 8.85367819653269E-02 
653	 8.90338544800987E-02 
654	 0.088743405034098 
655	 8.88313439268007E-02 
656	 8.91449215446791E-02 
657	 8.90292678200477E-02 
658	 8.92288105362666E-02 
659	 8.93183821429608E-02 
660	 8.92688761935615E-02 
661	 8.95091426784922E-02 
662	 8.97530990269216E-02 
663	 8.98856307823608E-02 
664	 8.98518736249611E-02 
665	 8.96526411664427E-02 
666	 0.089507286313459 
667	 8.95912073349047E-02 
668	 8.99733022753205E-02 
669	 9.01074929046845E-02 
670	 9.03730361529263E-02 
671	 9.07763263954323E-02 
672	 0.090519020672887 
673	 9.06955194603317E-02 
674	 9.08792616702241E-02 
675	 9.05171594143284E-02 
676	 9.05501051183343E-02 
677	 9.06411040527811E-02 
678	 9.07140712678321E-02 
679	 9.09209525789664E-02 
680	 9.12287316631551E-02 
681	 9.15551729109935E-02 
682	 9.17497748139041E-02 
683	 9.14721866038703E-02 
684	 9.16128117689792E-02 
685	 9.18522192078526E-02 
686	 9.15808582291243E-02 
687	 9.16390182519638E-02 
688	 9.21281913820264E-02 
689	 9.26669428397717E-02 
690	 0.092700189910051 
691	 9.29549205450931E-02 
692	 9.32184116930378E-02 
693	 0.093372715622043 
694	 0.094056812248212 
695	 9.46058024425171E-02 
696	 9.51396421123714E-02 
697	 0.095940687618839 
698	 9.57372375544811E-02 
699	 9.53834220571561E-02 
700	 9.54849613453661E-02 
701	 9.60437765118855E-02 
702	 9.65873439498068E-02 
703	 9.70217219047832E-02 
704	 9.73692865453722E-02 
705	 9.76186686624864E-02 
706	 9.75164102513079E-02 
707	 9.74929393800734E-02 
708	 9.81655749700718E-02 
709	 9.86093114951133E-02 
710	 9.88235878763645E-02 
711	 9.88460322380211E-02 
712	 9.86270427132599E-02 
713	 9.85576100058561E-02 
714	 9.88372714135169E-02 
715	 9.93033936301567E-02 
716	 9.83883431579937E-02 
717	 9.80243289442635E-02 
718	 9.86288881783318E-02 
719	 9.86263135760964E-02 
720	 9.88310994743267E-02 
721	 9.93638076744164E-02 
722	 9.98154969554798E-02 
723	 9.91868063471753E-02 
724	 9.90020756342818E-02 
725	 9.93369275879636E-02 
726	 9.96279467387446E-02 
727	 9.93205391171273E-02 
728	 9.93616331930811E-02 
729	 9.95503315757216E-02 
730	 9.91256782835714E-02 
731	 9.93161135767963E-02 
732	 9.98230815751756E-02 
733	 0.100262099691398 
734	 0.100437076301346 
735	 0.100683365793388 
736	 0.100808859971637 
737	 0.100660098614208 
738	 0.100735097479362 
739	 0.100785804932747 
740	 0.100889366652209 
741	 0.101265908914345 
742	 0.101661816716995 
743	 0.101696866097442 
744	 0.101483063263468 
745	 0.101818595088875 
746	 0.101773470569853 
747	 0.101717170444388 
748	 0.102034838670518 
749	 0.101953330475498 
750	 0.101909084565484 
751	 0.101981269123231 
752	 0.102026101080176 
753	 0.102017916532384 
754	 0.102061916265005 
755	 0.102164288856506 
756	 0.102181347752587 
757	 0.102145964385927 
758	 0.101972494198415 
759	 0.101538410285301 
760	 0.101164570191862 
761	 0.100941244307998 
762	 0.100990447550606 
763	 0.101123696415071 
764	 0.101439763916701 
765	 0.101682899152941 
766	 0.101892862978854 
767	 0.102277957309275 
768	 0.102625805522988 
769	 0.102653797752468 
770	 0.102391154850856 
771	 0.102619966156638 
772	 0.102761830579222 
773	 0.102756822612065 
774	 0.102748354977722 
775	 0.102878691944178 
776	 0.103075652926364 
777	 0.103235875194503 
778	 0.103249331254889 
779	 0.103082140679381 
780	 0.103089364312985 
781	 0.103351081623981 
782	 0.103364636096344 
783	 0.103335576811807 
784	 0.103254986740604 
785	 0.103119532786972 
786	 0.10314720657507 
787	 0.103344601522079 
788	 0.103280930589637 
789	 0.102493562327363 
790	 0.102672468028205 
791	 0.103064612635109 
792	 0.103243377964528 
793	 0.103518202290415 
794	 0.103322550946944 
795	 0.10304801104106 
796	 0.103045893494564 
797	 0.103047774286695 
798	 0.103135675297901 
799	 0.103207682095762 
800	 0.103177567205658 
801	 0.10335354993308 
802	 0.103486541401279 
803	 0.103430839192435 
804	 0.103211392648201 
805	 0.103291367786317 
806	 0.103549617902665 
807	 0.103785181389293 
808	 0.103786088763386 
809	 0.103171574734251 
810	 0.1029074567782 
811	 0.103637950870231 
812	 0.103775623406307 
813	 0.103143571463354 
814	 0.10234915428508 
815	 0.102418370300557 
816	 0.102788441083427 
817	 0.103123854514699 
818	 0.102989969395985 
819	 0.102227167617131 
820	 0.102416194924224 
821	 0.103135131494126 
822	 0.103697518782826 
823	 0.103302565474338 
824	 0.102964631996696 
825	 0.102613228078248 
826	 0.102338966370341 
827	 0.103291057828246 
828	 0.103606018391958 
829	 0.103558422393264 
830	 0.103906971630348 
831	 0.103700480935 
832	 0.104074152568585 
833	 0.104701196581798 
834	 0.104586898309831 
835	 0.104342986492687 
836	 0.104267540890127 
837	 0.104477835880871 
838	 0.104897689490742 
839	 0.104854961327928 
840	 0.104575103534833 
841	 0.104369851191864 
842	 0.104408138871911 
843	 0.105102004210184 
844	 0.105297542749395 
845	 0.104442368670358 
846	 0.104719997947311 
847	 0.105077197993399 
848	 0.105215910256397 
849	 0.105168910967944 
850	 0.105153443133442 
851	 0.105166735246617 
852	 0.105223666374711 
853	 0.105344313248253 
854	 0.105527544500365 
855	 0.105462145038677 
856	 0.105365664677063 
857	 0.105827230129959 
858	 0.105176464221064 
859	 0.105191092789743 
860	 0.106128394562237 
861	 0.105320455445418 
862	 0.105656548335503 
863	 0.106434066997865 
864	 0.106556445954913 
865	 0.106064623940214 
866	 0.105669134921894 
867	 0.10588701529673 
868	 0.106739095242329 
869	 0.107140144483817 
870	 0.106716314049527 
871	 0.106150457014331 
872	 0.106318060891044 
873	 0.106419263233906 
874	 0.106554173384153 
875	 0.106908577172941 
876	 0.107531654470567 
877	 0.107298596486688 
878	 0.1070067135947 
879	 0.107246555216514 
880	 0.108050320541662 
881	 0.107983429893241 
882	 0.107179753299858 
883	 0.106547510950979 
884	 0.107442404870637 
885	 0.107558516052077 
886	 0.107279345511103 
887	 0.107206613909773 
888	 0.107345214435456 
889	 0.107551029205044 
890	 0.107866394297805 
891	 0.108411965540688 
892	 0.10945165721231 
893	 0.10923627117498 
894	 0.1078106403048 
895	 0.10625201016343 
896	 0.106374938378905 
897	 0.10743223424483 
898	 0.10783932924679 
899	 0.106650074564708 
900	 0.107071303039916 
901	 0.10823750712351 
902	 0.108910873460655 
903	 0.108304709223908 
904	 0.107628042078955 
905	 0.108088164207433 
906	 0.108595922042113 
907	 0.10750389765746 
908	 0.108684422390579 
909	 0.109639626714146 
910	 0.108701200871297 
911	 0.106303034425174 
912	 0.10744469433162 
913	 0.108759623943891 
914	 0.108641312529913 
915	 0.108074733732082 
916	 0.110570021081705 
917	 0.109727920036147 
918	 0.106563089411588 
919	 0.10762975176463 
920	 0.108398472211554 
921	 0.109116466329438 
922	 0.10900574979616 
923	 0.106495994848648 
924	 0.108935282266747 
925	 0.110033818075098 
926	 0.10804950926324 
927	 0.110792358214789 
928	 0.111257179502719 
929	 0.110482650610318 
930	 0.109606812195218 
931	 0.106308385817024 
932	 0.101189800579778 
933	 0.102291449297833 
934	 0.109299225827984 
935	 0.103505132599709 
936	 0.114977294518341 
937	 0.117756590154769 
938	 0.103331891772061 
939	 9.09058167942795E-02 
940	 0.106430102166668 
941	 0.118971099362181 
942	 0.115445837888128 
943	 0.111272912490346 
944	 0.105466699894453 
945	 0.100173287093392 
946	 9.85713372465182E-02 
947	 0.102636963387191 
948	 0.107817885882652 
949	 0.113904922607027 
950	 0.119787032435951 
951	 0.121998210128937 
952	 0.108235867467671 
953	 0.101326274228364 
954	 0.106763952166907 
955	 0.110068928094194 
956	 0.118056750457585 
957	 0.118835820874361 
958	 0.114471930326792 
959	 0.116689755876406 
960	 0.1134352002955 
961	 0.111506554667115 
962	 0.110114993111877 
963	 0.10536501392191 
964	 0.113632829863429 
965	 0.12074415720724 
966	 0.119506688806134 
967	 0.111170952645464 
968	 0.108403321157679 
969	 0.112263443470457 
970	 0.115725090610227 
971	 0.112016240265815 
972	 0.115241820307788 
973	 0.114391738270382 
974	 0.110337057168363 
975	 0.110154974476959 
976	 0.114455797558624 
977	 0.115091347684858 
978	 0.11482317414986 
979	 0.117113144272965 
980	 0.111090211591434 
981	 0.113411431689635 
982	 0.119603731310431 
983	 0.121900043833544 
984	 0.122147549341543 
985	 0.116756834881464 
986	 0.115043975430176 
987	 0.119639765856072 
988	 0.116217959339107 
989	 0.116790081139836 
990	 0.114629698430062 
991	 0.110745403309145 
992	 0.120007532625571 
993	 0.119085211521038 
994	 0.116133590118873 
995	 0.118724044079307 
996	 0.125780110949431 
997	 0.123024445430918 
998	 0.119865535147224 
999	 0.119800410214599 
1000	 0.120043759813717 
1001	 0.124061669437431 
1002	 0.12505861601641 
1003	 0.128639905189717 
1004	 0.129906355069555 
1005	 0.133333343397962 
1006	 0.134273622339715 
1007	 0.1315956596754 
1008	 0.131747106624426 
1009	 0.133784702416998 
1010	 0.133246939969142 
1011	 0.133271227893664 
1012	 0.133231036542157 
1013	 0.130590285606963 
1014	 0.12956130703453 
1015	 0.129907063562061 
1016	 0.130759170736112 
1017	 0.130828861511737 
1018	 0.131421960023721 
1019	 0.131716509472694 
1020	 0.130908194472527 
1021	 0.130323373666786 
1022	 0.12946590538509 
1023	 0.129422182095618 
1024	 0.129411205320151 
1025	 0.130425154970739 
1026	 0.131461704289607 
1027	 0.133741112876001 
1028	 0.13374878967862 
1029	 0.133183406625141 
1030	 0.133472626787058 
1031	 0.130881141062996 
1032	 0.130537269450274 
1033	 0.132234686911077 
1034	 0.131411594300124 
1035	 0.129889827039063 
1036	 0.130101247300878 
1037	 0.129606902431413 
1038	 0.128176363713743 
1039	 0.132952839320729 
1040	 0.137155318819876 
1041	 0.137372198965821 
1042	 0.138223684320264 
1043	 0.138134992269306 
1044	 0.135706964562131 
1045	 0.133976576748817 
1046	 0.134431343857093 
1047	 0.134259157377675 
1048	 0.133531940329457 
1049	 0.133362482527104 
1050	 0.133762581792376 
1051	 0.133858972434534 
1052	 0.133195874909552 
1053	 0.13540910197207 
1054	 0.13639782135331 
1055	 0.138666700132233 
