Wavelength	000013.asd
350	 0.161610724918152 
351	 0.162508931391618 
352	 0.162643686034224 
353	 0.163897452469349 
354	 0.162520103338258 
355	 0.162389175216073 
356	 0.163913749424011 
357	 0.163809976627915 
358	 0.162694317210898 
359	 0.162782329153925 
360	 0.164062814874915 
361	 0.16297480099462 
362	 0.163612053466757 
363	 0.164569891086053 
364	 0.164585403231461 
365	 0.166205943806703 
366	 0.166554597403511 
367	 0.166345856927671 
368	 0.167161673970053 
369	 0.167986665407317 
370	 0.167802880523435 
371	 0.167018258660268 
372	 0.166936534847931 
373	 0.167008629717614 
374	 0.167649887023764 
375	 0.168609967697996 
376	 0.168755796705061 
377	 0.168987644611042 
378	 0.169316206196091 
379	 0.169762315887688 
380	 0.17103316570611 
381	 0.170692243365255 
382	 0.169509273877387 
383	 0.169246507899983 
384	 0.169906436220004 
385	 0.171483241415398 
386	 0.17329444747644 
387	 0.174234594176407 
388	 0.173437693015052 
389	 0.174276225806102 
390	 0.176661419755869 
391	 0.17603166754729 
392	 0.175723340397733 
393	 0.17593058995011 
394	 0.176144122276202 
395	 0.175692124579495 
396	 0.175932986120756 
397	 0.176751574891199 
398	 0.177566647231442 
399	 0.178022089782209 
400	 0.178706073468075 
401	 0.179475484196918 
402	 0.179809490093697 
403	 0.179946198963839 
404	 0.180749557915989 
405	 0.181729613564095 
406	 0.180673506432945 
407	 0.181070905660287 
408	 0.182060635146302 
409	 0.18242800126272 
410	 0.182893958143224 
411	 0.183021542302125 
412	 0.182861687462035 
413	 0.182747310271554 
414	 0.183316749516387 
415	 0.183864872645513 
416	 0.184236185279248 
417	 0.184798080960614 
418	 0.184957907356014 
419	 0.185236042412493 
420	 0.185797012160107 
421	 0.185782629183758 
422	 0.186484562034553 
423	 0.187143687400666 
424	 0.186930564291174 
425	 0.187314091387391 
426	 0.187658130420298 
427	 0.187855041202666 
428	 0.188179474303187 
429	 0.188705806933074 
430	 0.189064399010676 
431	 0.189163555756451 
432	 0.189341341087417 
433	 0.190345605437382 
434	 0.191137888933771 
435	 0.191029302335526 
436	 0.191470007360102 
437	 0.191692031242156 
438	 0.191828919749684 
439	 0.192334965308805 
440	 0.192794058980231 
441	 0.193178397089262 
442	 0.193580769563834 
443	 0.194172192745242 
444	 0.194376234398411 
445	 0.194447652972753 
446	 0.194692334897716 
447	 0.195089744939103 
448	 0.195617907007764 
449	 0.19608367873472 
450	 0.19628466012189 
451	 0.196380749011989 
452	 0.19659953658341 
