Wavelength	000003.asd
350	 8.99520310057417E-02 
351	 9.23089117922205E-02 
352	 9.19203973927657E-02 
353	 9.02891967880112E-02 
354	 9.06479937269047E-02 
355	 9.12428497154708E-02 
356	 9.10803088012944E-02 
357	 9.04407249139085E-02 
358	 9.00143302363986E-02 
359	 9.06245044112952E-02 
360	 9.22978864533223E-02 
361	 9.40278607105323E-02 
362	 9.41070172351202E-02 
363	 9.33521151546761E-02 
364	 9.30078554484713E-02 
365	 9.37468801842767E-02 
366	 9.47686712761796E-02 
367	 9.54709481885687E-02 
368	 9.54146073001059E-02 
369	 9.41699139089714E-02 
370	 9.45663331706768E-02 
371	 9.61981167515222E-02 
372	 9.65742706601994E-02 
373	 9.74156585748579E-02 
374	 9.80352024978973E-02 
375	 9.80445457641504E-02 
376	 9.77761156338717E-02 
377	 9.82920840482537E-02 
378	 9.91804888687779E-02 
379	 9.99351242813403E-02 
380	 0.100723308154935 
381	 0.101310190447806 
382	 0.101676047167647 
383	 0.10208346584032 
384	 0.103609689918345 
385	 0.104900309787355 
386	 0.10551869557303 
387	 0.105792143007271 
388	 0.106239308623985 
389	 0.106533978968208 
390	 0.106911830572951 
391	 0.108312016548791 
392	 0.109005224557628 
393	 0.109533566494041 
394	 0.110475256808312 
395	 0.111405076602419 
396	 0.112310144231887 
397	 0.113079820777608 
398	 0.113596990624357 
399	 0.113590768228961 
400	 0.114529373381685 
401	 0.11585007111147 
402	 0.116045320632948 
403	 0.116592676349517 
404	 0.117372146290272 
405	 0.118090394609909 
406	 0.118470426864602 
407	 0.119287377365629 
408	 0.120050550596663 
409	 0.120357300383922 
410	 0.12079164586462 
411	 0.121549294893524 
412	 0.122315245108619 
413	 0.122740219498999 
414	 0.123520459983722 
415	 0.124604285765815 
416	 0.125657831974438 
417	 0.126213162268934 
418	 0.127097122002503 
419	 0.127682614175113 
420	 0.127887553574438 
421	 0.12907500282076 
422	 0.130058796574684 
423	 0.130768249209676 
424	 0.131441064437279 
425	 0.132113218988158 
426	 0.132593091158064 
427	 0.13325106002805 
428	 0.134654920015897 
429	 0.135603652542369 
430	 0.13629283829426 
431	 0.137131587178595 
432	 0.138549494753916 
433	 0.139543155205104 
434	 0.140399867141218 
435	 0.141484730819456 
436	 0.142439742721475 
437	 0.143731974671661 
438	 0.145055400811975 
439	 0.145853830570245 
440	 0.146526764245508 
441	 0.147318330629887 
442	 0.148291412909741 
443	 0.1493237370327 
444	 0.150373969523487 
445	 0.15130605370699 
446	 0.152052468555194 
447	 0.152723681825371 
448	 0.15343649495445 
449	 0.154113776059431 
450	 0.15464607081259 
451	 0.155262893674504 
452	 0.156059231569619 
453	 0.156821484120766 
454	 0.157067406461565 
455	 0.15753578763632 
456	 0.158181532494621 
457	 0.158786029283382 
458	 0.159130446306801 
459	 0.159297135101531 
460	 0.159602864551747 
461	 0.160295059130784 
462	 0.160607074937374 
463	 0.160910365962587 
464	 0.161343559965378 
465	 0.161726213682225 
466	 0.162088030643701 
467	 0.162494075670324 
468	 0.162941839138416 
469	 0.16321829012113 
470	 0.163619366103834 
471	 0.164023749235772 
472	 0.164229637314262 
473	 0.164668940711797 
474	 0.165166926171773 
475	 0.165652685196175 
476	 0.166204338806416 
477	 0.16666846436815 
478	 0.167220163757967 
479	 0.167902192608431 
480	 0.16820269790793 
481	 0.168782741600407 
482	 0.169685453268478 
483	 0.170605338304357 
484	 0.170995236989773 
485	 0.171458544399459 
486	 0.17228298680788 
487	 0.173218548749829 
488	 0.173951630339113 
489	 0.174667196876634 
490	 0.175578883570262 
491	 0.176668539197781 
492	 0.177500081418273 
493	 0.178086331662921 
494	 0.178734778397529 
495	 0.180023024367792 
496	 0.181098708058788 
497	 0.181773005197732 
498	 0.182880526433041 
499	 0.183838588896046 
500	 0.184702793798094 
501	 0.185680315401042 
502	 0.186917261097768 
503	 0.188288493381289 
504	 0.189475013265309 
505	 0.190194176800741 
506	 0.191420310659466 
507	 0.192616837999277 
508	 0.193575900450976 
509	 0.194869372418947 
510	 0.196025962727795 
511	 0.197099579511378 
512	 0.198264610081563 
513	 0.199515617982763 
514	 0.200808739686408 
515	 0.202057693395236 
516	 0.203157660637066 
517	 0.204378745866116 
518	 0.205796845815955 
519	 0.207214389785009 
520	 0.207984058192252 
521	 0.209102758924702 
522	 0.210399295075268 
523	 0.211467081933497 
524	 0.21284619677453 
525	 0.214189401706479 
526	 0.215409121712357 
527	 0.216703818711005 
528	 0.21790096263657 
529	 0.21904373295794 
530	 0.220217125440755 
531	 0.221475644372995 
532	 0.222850471759297 
533	 0.224196386192131 
534	 0.225327241123239 
535	 0.226456435832893 
536	 0.227739275981143 
537	 0.229112502796827 
538	 0.230219661059559 
539	 0.23145785414429 
540	 0.232761928614372 
541	 0.234000760635117 
542	 0.235296716797166 
543	 0.236436402038227 
544	 0.23753928187394 
545	 0.23890312604199 
546	 0.240202981820642 
547	 0.241388554932957 
548	 0.242488562518842 
549	 0.243601612929993 
550	 0.244894687481704 
551	 0.24623928652453 
552	 0.247442191306802 
553	 0.24853197178284 
554	 0.249869022310481 
555	 0.251282504863514 
556	 0.252126377976487 
557	 0.25328626356073 
558	 0.254599196349876 
559	 0.255790986059167 
560	 0.256923201010011 
561	 0.258148259614164 
562	 0.259380400582321 
563	 0.260442012319476 
564	 0.261388831787053 
565	 0.262415976827823 
566	 0.263516984396107 
567	 0.264379138464934 
568	 0.265480526599609 
569	 0.266541764555028 
570	 0.26725167845559 
571	 0.268175864869604 
572	 0.26902809119826 
573	 0.269743711941355 
574	 0.270457605979441 
575	 0.271372391016488 
576	 0.272205819893104 
577	 0.272819435805094 
578	 0.273596240799477 
579	 0.274351027246525 
580	 0.275006719727302 
581	 0.275585207595713 
582	 0.276457398774564 
583	 0.277098894854772 
584	 0.277487897104145 
585	 0.278237534053429 
586	 0.278865465641134 
587	 0.279253444650069 
588	 0.279510549680564 
589	 0.280208522998664 
590	 0.280910830220404 
591	 0.281403132918562 
592	 0.281777350735549 
593	 0.282374603767037 
594	 0.282943757852337 
595	 0.283357843793276 
596	 0.28382872869123 
597	 0.284329368430883 
598	 0.284846410119406 
599	 0.285324240871297 
600	 0.285544878907225 
601	 0.285865668973673 
602	 0.286360433131422 
603	 0.286814909093439 
604	 0.287023501728863 
605	 0.287232660581371 
606	 0.287586214815586 
607	 0.287714914147449 
608	 0.28799082443612 
609	 0.288379820632849 
610	 0.288680747853648 
611	 0.289102860057288 
612	 0.289469994626724 
613	 0.289744815457211 
614	 0.290127499125519 
615	 0.290328768767666 
616	 0.290463940075627 
617	 0.290705097192806 
618	 0.290986186756526 
619	 0.29128258693784 
620	 0.291544674314568 
621	 0.291715378135253 
622	 0.291979889336706 
623	 0.292134282122532 
624	 0.292156274864031 
625	 0.292593771320754 
626	 0.292856274114385 
627	 0.293071669990246 
628	 0.29352207655026 
629	 0.293515330764419 
630	 0.293630027452056 
631	 0.294056997095214 
632	 0.294450780561228 
633	 0.2946877258993 
634	 0.294972016190666 
635	 0.295393507881725 
636	 0.295418998419678 
637	 0.295467140524088 
638	 0.295653887290329 
639	 0.295895502253103 
640	 0.295939538598992 
641	 0.296198998228872 
642	 0.296666573640914 
643	 0.296509346829436 
644	 0.296686850857662 
645	 0.29680427482304 
646	 0.296336040200542 
647	 0.296269351540127 
648	 0.296832452569911 
649	 0.297617664530054 
650	 0.297788359555552 
651	 0.297849101370123 
652	 0.297962438211126 
653	 0.298165515646665 
654	 0.298355314501839 
655	 0.298677752763116 
656	 0.299033056640684 
657	 0.299167591934056 
658	 0.299143696511825 
659	 0.299055250369706 
660	 0.299085588211992 
661	 0.299510284006214 
662	 0.299613789122894 
663	 0.299625608227888 
664	 0.299785746411342 
665	 0.299625648904074 
666	 0.299527751782574 
667	 0.299536238211224 
668	 0.299500544479786 
669	 0.299433548152248 
670	 0.299536613714048 
671	 0.299873716697134 
672	 0.300260605084646 
673	 0.300501489850458 
674	 0.300603570122649 
675	 0.30066520332503 
676	 0.30079448742441 
677	 0.301023194922277 
678	 0.301356501346511 
679	 0.301774705581542 
680	 0.302266475689885 
681	 0.302557651459726 
682	 0.302725818442896 
683	 0.303739653083936 
684	 0.304347084834357 
685	 0.304697684709432 
686	 0.305477832668472 
687	 0.306568469672577 
688	 0.307875893863543 
689	 0.309148022358417 
690	 0.310387202867621 
691	 0.311700246234978 
692	 0.312559100069715 
693	 0.312938594937767 
694	 0.314576312089018 
695	 0.316059873169051 
696	 0.317223783998456 
